Date,CBA,MQG
13/9/2021,101.7,178.6
14/9/2021,104.59,180.78
15/9/2021,104,181.07
16/9/2021,102.62,177.97
17/9/2021,104.33,182
20/9/2021,100.08,176.7
21/9/2021,105.16,178.12
22/9/2021,105.5,178.42
23/9/2021,103.42,177.71
24/9/2021,103.41,180.66
27/9/2021,104.45,182.28
28/9/2021,104.69,181.52
29/9/2021,104.89,183.11
30/9/2021,103.22,184
1/10/2021,101.91,182.87
5/10/2021,102.28,189.56
6/10/2021,103.94,190.43
7/10/2021,103.89,192.2
8/10/2021,105.03,196
11/10/2021,104.95,197.84
12/10/2021,104.88,199.06
13/10/2021,105.46,200.47
14/10/2021,105.1,200.57
15/10/2021,106.1,199.31
18/10/2021,106.86,197.83
19/10/2021,104.68,197.83
20/10/2021,106.29,198.67
21/10/2021,105.76,195.64
22/10/2021,107,199.28
25/10/2021,108.5,201.94
26/10/2021,109.71,202.42
27/10/2021,110.13,200.9
28/10/2021,108.81,200
29/10/2021,108.91,199.97
1/11/2021,107.17,198.52
2/11/2021,108.12,201.26
3/11/2021,108.01,203.16
4/11/2021,107.68,202.5
5/11/2021,98.99,203.63
8/11/2021,97.46,205.77
9/11/2021,97.81,208
10/11/2021,95.8,205.91
11/11/2021,96.82,206.3
12/11/2021,97.18,203.25
15/11/2021,95.77,201.78
16/11/2021,94.81,195.28
17/11/2021,93.78,194.01
18/11/2021,93.18,196.74
19/11/2021,93.88,195.69
22/11/2021,95.9,198.56
23/11/2021,96.61,199.7
24/11/2021,97.24,200.04
25/11/2021,97.63,200.38
26/11/2021,97.95,202.99
29/11/2021,98.16,201.92
30/11/2021,97.9,201.96
1/12/2021,98.03,202.6
2/12/2021,97.54,204.14
3/12/2021,96.93,203.8
6/12/2021,96.79,207.53
7/12/2021,99.12,205.37
8/12/2021,99.2,202.5
9/12/2021,99.59,203.07
10/12/2021,99.78,203
13/12/2021,100.11,204.19
14/12/2021,100.63,204.25
15/12/2021,100.63,204.25
16/12/2021,100.63,204.25
17/12/2021,101.9,207.21
20/12/2021,102.27,207.36
21/12/2021,101,205.4
22/12/2021,101,205.4
23/12/2021,102.51,211.34
24/12/2021,103.2,215.73
29/12/2021,99.97,209.3
30/12/2021,102.65,211.71
31/12/2021,103.32,207.98
4/1/2022,101.76,205.02
5/1/2022,101.58,208.39
6/1/2022,102.12,208.78
7/1/2022,100.85,206.72
10/1/2022,101.16,207.61
11/1/2022,100.79,206.86
12/1/2022,99.33,199.19
13/1/2022,98.61,198.09
14/1/2022,97.37,190.64
17/1/2022,97.44,189.98
18/1/2022,95.45,185.62
19/1/2022,95.45,185.62
20/1/2022,93.78,179.8
21/1/2022,95.67,186.9
24/1/2022,93.74,183.62
25/1/2022,93.93,188.62
27/1/2022,94.74,192.43
28/1/2022,93.44,189.46
31/1/2022,94.1,192.34
1/2/2022,94,194.02
2/2/2022,94.3,201.57
3/2/2022,99.56,197.65
4/2/2022,100.78,193.39
7/2/2022,98.55,193.28
8/2/2022,100.04,194.22
9/2/2022,99.49,193.88
10/2/2022,98.57,196.99
11/2/2022,98.81,195.65
14/2/2022,97.75,191.11
15/2/2022,98.09,190.71
16/2/2022,96.04,187.28
17/2/2022,96.69,186.5
18/2/2022,94.71,177.4
21/2/2022,93.88,180.02
22/2/2022,93.46,180.78
23/2/2022,94.82,183.05
24/2/2022,94.7,179.59
25/2/2022,94.51,181
28/2/2022,94.6,180.25
1/3/2022,94.64,175.31
2/3/2022,95.59,175.7
3/3/2022,97.41,178.55
4/3/2022,99.74,185.59
7/3/2022,99.38,182.33
8/3/2022,102,187
9/3/2022,103.78,186.17
10/3/2022,104.76,189.44
11/3/2022,106.15,191.6
14/3/2022,106.29,194.8
15/3/2022,105.7,195.01
16/3/2022,106.07,197.58
17/3/2022,107.45,200.05
18/3/2022,107.35,196.59
21/3/2022,105.92,197.87
22/3/2022,106.14,200.09
23/3/2022,106.37,202.83
24/3/2022,107.07,207.09
25/3/2022,105.77,203.27
28/3/2022,104.53,206
29/3/2022,103.72,206.09
30/3/2022,104.36,207.06
31/3/2022,105.71,205.14
1/4/2022,105.24,202.05
4/4/2022,105.38,203.64
5/4/2022,106.88,201.91
6/4/2022,106.71,203.13
7/4/2022,106.55,202.94
8/4/2022,106.5,203.68
11/4/2022,106.5,203.68
12/4/2022,106.5,203.68
13/4/2022,107.01,205.55
14/4/2022,107.24,206.67
19/4/2022,108.35,210.95
20/4/2022,105.37,207.6
21/4/2022,105.37,207.6
22/4/2022,104.75,204.18
26/4/2022,103,200.72
27/4/2022,103.23,203.27
28/4/2022,103.88,206.98
29/4/2022,102.97,203.18
2/5/2022,102.26,203.43
3/5/2022,102.98,204.73
4/5/2022,103.71,202.66
5/5/2022,102.4,186.9
6/5/2022,102.66,182
9/5/2022,101.7,180.02
10/5/2022,101.51,182.12
11/5/2022,102.15,175.21
12/5/2022,102.28,183.11
13/5/2022,103.33,179.66
16/5/2022,105.12,180.49
17/5/2022,104.8,181.5
18/5/2022,103.8,177.64
19/5/2022,104.6,181.37
20/5/2022,104.5,179.88
23/5/2022,105.09,178.81
24/5/2022,106.17,178.27
25/5/2022,105.43,177.81
26/5/2022,106.63,183
27/5/2022,106.56,188.12
30/5/2022,104.36,185.98
31/5/2022,106.71,188.38
1/6/2022,105.44,183.29
2/6/2022,105.2,184.04
3/6/2022,104.68,182.9
6/6/2022,101.96,177.49
7/6/2022,97.47,179.24
8/6/2022,94.95,178.68
9/6/2022,93.78,172.36
10/6/2022,93.78,172.36
14/6/2022,91.2,163.35
15/6/2022,90.62,164.1
16/6/2022,90.47,164.67
17/6/2022,87.26,159.7
20/6/2022,87.55,161.5
21/6/2022,89.67,164
22/6/2022,89.57,162.34
23/6/2022,89.75,163.6
24/6/2022,90.16,165.33
27/6/2022,93.74,166.26
28/6/2022,93.54,167.23
29/6/2022,93,168.08
30/6/2022,90.38,164.51
1/7/2022,90.7,164.24
4/7/2022,91.45,167.15
5/7/2022,91.23,168.68
6/7/2022,92,169.66
7/7/2022,93.08,170.65
8/7/2022,92.59,170.69
11/7/2022,92.55,167.85
12/7/2022,93.63,167.67
13/7/2022,94.63,171.4
14/7/2022,93.22,171
15/7/2022,93.27,167.99
18/7/2022,94.24,173.33
19/7/2022,94.95,167.63
20/7/2022,96.02,174.17
21/7/2022,97.62,174.9
22/7/2022,97.8,174.24
25/7/2022,97.07,174.2
26/7/2022,96.73,175.63
27/7/2022,98.9,173.73
28/7/2022,99.89,178.89
29/7/2022,100.77,181.13
