Date,CBA,MQG
2/1/2013,73.134,38.539
3/1/2013,72.636,37.851
4/1/2013,72.188,38.235
7/1/2013,70.754,42.394
8/1/2013,71.362,43.368
9/1/2013,69.998,43.869
10/1/2013,70.924,44.332
11/1/2013,70.735,44.646
14/1/2013,70.267,45.207
15/1/2013,70.834,44.725
16/1/2013,71.78,45.6
17/1/2013,72.338,46.2
18/1/2013,72.517,44.135
21/1/2013,72.895,43.81
22/1/2013,73.174,44.882
23/1/2013,72.168,44.912
24/1/2013,71.392,44.843
25/1/2013,69.41,43.388
29/1/2013,68.474,41.854
30/1/2013,67.897,42.601
31/1/2013,68.305,42.552
1/2/2013,66.602,42.945
4/2/2013,67.319,42.483
5/2/2013,66.573,42.453
6/2/2013,66.632,40.968
7/2/2013,66.861,41.431
8/2/2013,65.965,40.074
11/2/2013,65.826,39.759
12/2/2013,64.74,39.661
13/2/2013,64.74,39.661
14/2/2013,65.119,40.959
15/2/2013,64.84,40.742
18/2/2013,65.487,40.241
19/2/2013,66.811,40.86
20/2/2013,68.176,42.06
21/2/2013,68.195,41.48
22/2/2013,68.066,42.375
25/2/2013,65.975,41.47
26/2/2013,65.776,41.126
27/2/2013,65.457,40.713
28/2/2013,65.836,39.552
1/3/2013,67.001,41.047
4/3/2013,68.863,40.959
5/3/2013,68.883,41.175
6/3/2013,67.24,39.828
7/3/2013,68.604,40.968
8/3/2013,68.235,39.729
11/3/2013,68.176,40.388
12/3/2013,68.693,41.263
13/3/2013,68.693,40.791
14/3/2013,69.838,42.788
15/3/2013,70.047,44.145
18/3/2013,71.103,44.253
19/3/2013,70.665,43.997
20/3/2013,70.944,44.41
21/3/2013,71.441,44.351
22/3/2013,70.904,43.594
25/3/2013,71.432,43.368
26/3/2013,71.153,43.329
27/3/2013,71.571,44.745
28/3/2013,72.079,45.561
2/4/2013,72.587,44.961
3/4/2013,73.204,43.909
4/4/2013,73.333,42.296
5/4/2013,73.542,41.942
8/4/2013,73.712,42.699
9/4/2013,73.891,43.161
10/4/2013,72.806,42.768
11/4/2013,73.503,44.45
12/4/2013,73.443,44.666
15/4/2013,73.214,44.273
16/4/2013,71.77,42.955
17/4/2013,72.686,43.722
18/4/2013,72.537,43.024
19/4/2013,73.503,42.719
22/4/2013,74.229,43.643
23/4/2013,73.413,43.889
24/4/2013,73.443,44.194
26/4/2013,72.985,43.683
29/4/2013,70.844,43.447
30/4/2013,69.968,43.073
1/5/2013,70.794,43.86
2/5/2013,70.954,43.122
3/5/2013,71.74,43.889
6/5/2013,72.268,44.105
7/5/2013,73.154,44.184
8/5/2013,71.939,42.798
9/5/2013,71.74,42.758
10/5/2013,72.527,43.132
13/5/2013,73.363,44.046
14/5/2013,73.234,43.919
15/5/2013,72.965,44.292
16/5/2013,72.606,44.745
17/5/2013,72.845,45.404
20/5/2013,73.313,45.089
21/5/2013,73.582,46.18
22/5/2013,73.821,47.744
23/5/2013,73.662,48.452
24/5/2013,73.503,47.99
27/5/2013,73.732,49.17
28/5/2013,73.284,49.013
29/5/2013,73.662,48.275
30/5/2013,73.483,49.17
31/5/2013,73.433,49.17
3/6/2013,73.194,48.305
4/6/2013,72.587,47.96
5/6/2013,72.527,48.246
6/6/2013,72.895,48.019
7/6/2013,72.845,48.088
11/6/2013,70.904,47.115
12/6/2013,71.043,47.193
13/6/2013,71.362,47.429
14/6/2013,71.392,48.246
17/6/2013,71.451,47.744
18/6/2013,70.446,46.859
19/6/2013,70.794,46.692
20/6/2013,70.715,46.338
21/6/2013,70.496,46.22
24/6/2013,72.009,47.252
25/6/2013,72.208,46.948
26/6/2013,72.696,48.088
27/6/2013,72.447,48.128
28/6/2013,73.114,48.619
1/7/2013,73.851,49.337
2/7/2013,74.229,50.153
3/7/2013,74.439,50.114
4/7/2013,74.289,49.829
5/7/2013,75.255,50.104
8/7/2013,75.952,50.35
9/7/2013,77.067,51.097
10/7/2013,76.46,50.93
11/7/2013,76.679,50.94
12/7/2013,75.753,50.104
15/7/2013,75.474,52.219
16/7/2013,75.773,53.005
17/7/2013,76.669,52.612
18/7/2013,77.625,52.337
19/7/2013,78.979,53.694
22/7/2013,78.76,53.654
23/7/2013,78.013,53.281
24/7/2013,77.754,53.025
25/7/2013,75.982,52.455
26/7/2013,76.868,52.75
29/7/2013,77.456,53.644
30/7/2013,77.007,52.73
31/7/2013,76.868,52.228
1/8/2013,76.39,52.199
2/8/2013,75.773,52.514
6/8/2013,76.161,53.595
7/8/2013,75.942,54.146
8/8/2013,76.52,54.117
9/8/2013,76.968,53.782
12/8/2013,77.685,53.408
13/8/2013,77.485,53.281
14/8/2013,76.52,52.671
15/8/2013,76.221,52.72
16/8/2013,76.47,52.612
19/8/2013,75.175,51.727
20/8/2013,74.847,50.989
21/8/2013,74.578,50.694
22/8/2013,74.936,51.314
23/8/2013,74.18,51.55
26/8/2013,73.194,50.468
27/8/2013,73.881,51.333
28/8/2013,73.313,51.5
29/8/2013,73.612,52.1
30/8/2013,73.363,52.21
2/9/2013,74.528,54.15
3/9/2013,75.604,54.8
4/9/2013,76.43,55
5/9/2013,76.828,55.95
6/9/2013,76.828,55.95
9/9/2013,76.828,55.95
10/9/2013,76.978,54.95
11/9/2013,77.336,55.02
12/9/2013,77.465,54.97
13/9/2013,77.465,54.97
16/9/2013,77.505,55.08
17/9/2013,77.246,55
18/9/2013,77.266,55.14
19/9/2013,77.386,54.35
20/9/2013,77.545,54.38
23/9/2013,77.645,54.48
24/9/2013,77.266,54.81
25/9/2013,76.669,53.98
26/9/2013,75.474,52.44
27/9/2013,75.862,53.11
30/9/2013,75.474,54.07
1/10/2013,75.145,53.96
2/10/2013,74.996,53.35
3/10/2013,75.773,53.85
4/10/2013,75.584,54.93
8/10/2013,74.807,55.75
9/10/2013,74.419,55.88
10/10/2013,74.419,55.88
11/10/2013,73.811,54.35
14/10/2013,74.598,55.31
15/10/2013,73.881,54.66
16/10/2013,73.911,54.09
17/10/2013,74.08,53.84
18/10/2013,72.885,52.92
21/10/2013,72.178,53.11
22/10/2013,73.164,54
23/10/2013,73.204,54.87
24/10/2013,74.528,55.62
25/10/2013,75.594,53.52
28/10/2013,75.872,54.61
29/10/2013,75.424,54.77
30/10/2013,75.663,55.36
31/10/2013,74.03,55.59
1/11/2013,74.21,55.99
4/11/2013,74.678,55.97
5/11/2013,74.279,55.26
6/11/2013,74.857,55.34
7/11/2013,75.036,55.3
8/11/2013,74.946,55.82
11/11/2013,75.165,55.61
12/11/2013,74.877,55.64
13/11/2013,74.339,56.27
14/11/2013,74.16,55.35
15/11/2013,74.608,55.61
18/11/2013,75.195,56.55
19/11/2013,75.225,56.72
20/11/2013,75.673,56.84
21/11/2013,75.424,56.6
22/11/2013,75.922,56.69
25/11/2013,75.424,55.93
26/11/2013,75.633,55.4
27/11/2013,74.926,54.25
28/11/2013,74.528,54.41
29/11/2013,74.867,54.5
2/12/2013,75.126,54.55
3/12/2013,74.648,54.23
4/12/2013,75.335,54.83
5/12/2013,75.623,56.42
6/12/2013,75.564,56.53
9/12/2013,76.062,57.44
10/12/2013,76.231,57.36
11/12/2013,76.808,57.65
12/12/2013,77.107,57.93
13/12/2013,76.798,57.95
16/12/2013,76.619,57.8
17/12/2013,76.699,57.85
18/12/2013,76.649,57.96
19/12/2013,76.53,57.35
20/12/2013,76.43,56.64
23/12/2013,77.157,56.96
24/12/2013,77.555,57.46
27/12/2013,77.027,56.37
30/12/2013,76.181,55
31/12/2013,76.569,55.15
2/1/2014,76.818,55.8
3/1/2014,77.236,55.97
6/1/2014,77.236,55.97
7/1/2014,77.236,55.97
8/1/2014,77.694,55.76
9/1/2014,78.67,56.77
10/1/2014,78.551,56.54
13/1/2014,78.551,56.54
14/1/2014,79.108,57.1
15/1/2014,78.601,57.77
16/1/2014,78.561,57.7
17/1/2014,78.302,58.2
20/1/2014,78.8,58.7
21/1/2014,78.601,60.46
22/1/2014,78.949,60.55
23/1/2014,78.212,59.9
24/1/2014,78.75,60.12
28/1/2014,79.158,60.12
29/1/2014,79.039,59.84
30/1/2014,79.556,60
31/1/2014,80.542,59.16
3/2/2014,80.851,59.18
4/2/2014,80.054,58.88
5/2/2014,79.218,58.62
6/2/2014,79.487,58.7
7/2/2014,79.845,58.42
10/2/2014,80.303,59.45
11/2/2014,80.96,59.3
12/2/2014,81.209,60.26
13/2/2014,81.329,60.23
14/2/2014,81.588,60.45
17/2/2014,81.697,60.33
18/2/2014,81.239,60.03
19/2/2014,81.906,60.2
20/2/2014,81.548,59.26
21/2/2014,80.801,59.19
24/2/2014,80.602,59.1
25/2/2014,81.418,60.1
26/2/2014,81.418,60.1
27/2/2014,82.066,60.5
28/2/2014,81.847,60.68
3/3/2014,81.528,60.45
4/3/2014,81.379,59.98
5/3/2014,81.249,59.88
6/3/2014,80.891,59.99
7/3/2014,80.652,60.07
10/3/2014,81.946,61.03
11/3/2014,81.07,60.5
12/3/2014,81.438,60.71
13/3/2014,81.229,60.2
14/3/2014,80.672,59.8
17/3/2014,81.707,60.36
18/3/2014,81.12,60.46
19/3/2014,80.532,59.63
20/3/2014,79.626,58.99
21/3/2014,80.572,60
24/3/2014,81.199,60.4
25/3/2014,81.598,60.44
26/3/2014,81.01,60.19
27/3/2014,80.97,59.73
28/3/2014,80.443,59.17
31/3/2014,80.502,59.02
1/4/2014,80.881,59.26
2/4/2014,81.359,59.29
3/4/2014,81.15,59.01
4/4/2014,81,60
7/4/2014,80.861,59.72
8/4/2014,80.921,60
9/4/2014,81.01,60.27
10/4/2014,80.911,60.65
11/4/2014,81.209,61.27
14/4/2014,81.657,59.51
15/4/2014,81.926,58.62
16/4/2014,81.647,57.77
17/4/2014,81.996,58.04
22/4/2014,82.773,58.23
23/4/2014,83.39,58.52
24/4/2014,82.464,57.71
28/4/2014,82.225,57.81
29/4/2014,81.707,57.39
30/4/2014,81.359,56.92
1/5/2014,81,56.52
2/5/2014,79.785,55.65
5/5/2014,80.064,56.26
6/5/2014,81.339,56.66
7/5/2014,80.612,56.53
8/5/2014,80.672,57.11
9/5/2014,80.851,57.03
12/5/2014,81.05,57.34
13/5/2014,79.646,58.25
14/5/2014,79.955,58.65
15/5/2014,79.925,58.43
16/5/2014,80.263,58.38
19/5/2014,80.164,58.06
20/5/2014,80.393,58.19
21/5/2014,80.771,58.55
22/5/2014,80.791,58.29
23/5/2014,80.97,58.3
26/5/2014,80.95,58.26
27/5/2014,81.15,58.17
28/5/2014,81.349,58.86
29/5/2014,81.219,58.14
30/5/2014,80.95,57.75
2/6/2014,80.911,57.28
3/6/2014,81.189,58.03
4/6/2014,81.189,57.63
5/6/2014,80.293,58.39
6/6/2014,79.885,57.95
10/6/2014,78.581,58.55
11/6/2014,77.854,58.67
12/6/2014,77.017,58.91
13/6/2014,77.246,58.74
16/6/2014,77.475,58.42
17/6/2014,76.121,57.9
18/6/2014,76.968,58.71
19/6/2014,76.091,58.62
20/6/2014,76.32,58.61
23/6/2014,74.936,57.79
24/6/2014,74.11,57.35
25/6/2014,74.966,57.59
26/6/2014,75.872,57.63
27/6/2014,75.484,57.02
30/6/2014,76.32,57.22
1/7/2014,75.842,57.31
2/7/2014,75.444,57
3/7/2014,74.697,56.18
4/7/2014,75.902,57.09
7/7/2014,1,55.83
8/7/2014,73.811,55.87
9/7/2014,73.801,56.29
10/7/2014,75.126,56.75
11/7/2014,75.604,56.71
14/7/2014,76.211,57.49
15/7/2014,76.928,58.41
16/7/2014,76.848,58.41
17/7/2014,77.236,59.21
18/7/2014,77.834,59.53
21/7/2014,78.431,59.75
22/7/2014,79.676,60.3
23/7/2014,79.845,60.07
24/7/2014,79.238,59.6
25/7/2014,79.825,59.85
28/7/2014,80.134,61.17
29/7/2014,80.174,60.85
30/7/2014,80.423,61.65
31/7/2014,81.209,61.75
1/8/2014,80.841,62
5/8/2014,82.404,62.36
6/8/2014,82.205,61.8
7/8/2014,82.643,61.85
8/8/2014,81.498,60.05
11/8/2014,80.921,60
12/8/2014,81.418,60.34
13/8/2014,80.642,59.73
14/8/2014,80.602,59.39
15/8/2014,80.194,59.2
18/8/2014,79.995,58.8
19/8/2014,79.746,58.45
20/8/2014,80.074,58.53
21/8/2014,79.825,58.55
22/8/2014,80.662,59.66
25/8/2014,81.15,59.2
26/8/2014,80.373,58.43
27/8/2014,79.457,57.96
28/8/2014,80.393,58.37
29/8/2014,81.05,59.87
1/9/2014,81.727,60.38
2/9/2014,81.289,60.4
3/9/2014,82.036,61.06
4/9/2014,81.667,60.66
5/9/2014,81.996,59.69
8/9/2014,81.837,58.76
9/9/2014,81.389,58.3
10/9/2014,80.921,57.6
11/9/2014,80.602,56.41
12/9/2014,80.672,55.78
15/9/2014,81.448,55.96
16/9/2014,83.35,57.82
17/9/2014,84.983,58.35
18/9/2014,84.595,58.27
19/9/2014,84.555,58.35
22/9/2014,84.555,58.35
23/9/2014,84.555,58.35
24/9/2014,85.68,58.68
25/9/2014,85.212,58.15
26/9/2014,85.282,58.29
29/9/2014,85.282,58.29
30/9/2014,85.371,58.54
1/10/2014,85.58,58.42
2/10/2014,84.933,57.08
3/10/2014,84.744,57.42
7/10/2014,85.023,57.88
8/10/2014,85.67,57.94
9/10/2014,85.282,57.2
10/10/2014,84.933,56.99
13/10/2014,83.32,55.92
14/10/2014,83.151,55.85
15/10/2014,83.211,55.29
16/10/2014,82.743,58.25
17/10/2014,83.141,59.8
20/10/2014,84.306,59.75
21/10/2014,84.864,59.5
22/10/2014,85.859,61.03
23/10/2014,85.859,61.03
24/10/2014,87.253,61.29
27/10/2014,87.323,61.55
28/10/2014,88.378,61.75
29/10/2014,88.946,62.15
30/10/2014,89.294,62.42
31/10/2014,90.011,63.87
3/11/2014,90.4,64.75
4/11/2014,92.869,65.43
5/11/2014,92.58,66.6
6/11/2014,92.53,67.24
7/11/2014,92.192,67.5
10/11/2014,91.465,67.41
11/11/2014,90.788,65.83
12/11/2014,92.749,68.13
13/11/2014,93.068,68.48
14/11/2014,89.613,70.9
17/11/2014,90.32,71.69
18/11/2014,90.748,71.55
19/11/2014,89.822,71.2
20/11/2014,90.021,71.46
21/11/2014,90.649,71.47
24/11/2014,90.479,72.23
25/11/2014,90.031,71.81
26/11/2014,91.525,72.86
27/11/2014,92.152,74.99
28/11/2014,91.525,73.52
1/12/2014,90.738,73.52
2/12/2014,90.728,74.5
3/12/2014,90.698,75.37
4/12/2014,90.131,73.7
5/12/2014,90.29,74.25
8/12/2014,90.131,74.08
9/12/2014,91.425,76.6
10/12/2014,90.927,75.39
11/12/2014,91.395,75.45
12/12/2014,93.008,75.78
15/12/2014,92.988,75.76
16/12/2014,95.199,76.69
17/12/2014,95.906,77.9
18/12/2014,95.069,78.29
19/12/2014,94.681,78.5
22/12/2014,95.448,78.33
23/12/2014,93.436,77.29
24/12/2014,93.934,77.29
29/12/2014,92.7,76.42
30/12/2014,92.998,76.67
31/12/2014,92.919,77.6
2/1/2015,93.994,78.52
5/1/2015,93.994,78.52
6/1/2015,93.994,78.52
7/1/2015,93.805,79.03
8/1/2015,93.596,79.21
9/1/2015,93.446,79.7
12/1/2015,93.725,80.38
13/1/2015,93.695,81.21
14/1/2015,93.397,81.39
15/1/2015,92.043,81.82
16/1/2015,92.61,82.24
19/1/2015,91.684,81.21
20/1/2015,90.937,80.27
21/1/2015,91.385,81.43
22/1/2015,90.728,81.34
23/1/2015,90.33,82.11
27/1/2015,91.704,83.4
28/1/2015,92.321,83.95
29/1/2015,92.182,83.17
30/1/2015,90.181,79.15
2/2/2015,88.488,77.97
3/2/2015,88.538,78.67
4/2/2015,87.632,78.09
5/2/2015,87.761,78.8
6/2/2015,82.623,76.88
9/2/2015,82.753,76.5
10/2/2015,82.285,79.18
11/2/2015,81.817,78.78
12/2/2015,82.524,80.75
13/2/2015,83.619,82.03
16/2/2015,83.26,81.63
17/2/2015,84.386,82.55
18/2/2015,82.643,79.51
19/2/2015,82.494,78.9
20/2/2015,82.135,79.08
23/2/2015,83.201,79.75
24/2/2015,82.753,79.64
25/2/2015,83.639,80.68
26/2/2015,84.276,80.63
27/2/2015,83.768,80.15
2/3/2015,83.141,81
3/3/2015,84.724,81.75
4/3/2015,84.117,81.9
5/3/2015,82.643,80.99
6/3/2015,81.219,80
9/3/2015,80.194,79.32
10/3/2015,79.945,79.13
11/3/2015,79.945,79.13
12/3/2015,79.477,78.7
13/3/2015,79.566,77.98
16/3/2015,81.06,79.49
17/3/2015,81.07,79.57
18/3/2015,81.538,79.21
19/3/2015,82.026,79.32
20/3/2015,83.898,80.78
23/3/2015,82.842,79.6
24/3/2015,84.107,81.33
25/3/2015,84.654,81.38
26/3/2015,86.387,82.53
27/3/2015,86.815,83.05
30/3/2015,86.915,83.03
31/3/2015,86.277,82.5
1/4/2015,84.326,80.5
2/4/2015,84.764,81.4
7/4/2015,85.65,82.55
8/4/2015,87.074,83.2
9/4/2015,86.287,82.54
10/4/2015,85.929,81.7
13/4/2015,87.313,82.76
14/4/2015,85.401,79.64
15/4/2015,85.232,79.69
16/4/2015,85.421,80.6
17/4/2015,84.814,80.1
20/4/2015,85.879,81.91
21/4/2015,86.745,82.29
22/4/2015,87.582,83.11
23/4/2015,87.602,83.51
24/4/2015,87.98,85.15
27/4/2015,87.721,85.59
28/4/2015,86.257,84.46
29/4/2015,85.929,84.81
30/4/2015,85.441,81.5
1/5/2015,85.72,81.3
4/5/2015,85.979,81.84
5/5/2015,86.228,81.64
6/5/2015,86.706,82
7/5/2015,87.183,82.15
8/5/2015,86.994,82.33
11/5/2015,87.651,82.75
12/5/2015,86.994,82.16
13/5/2015,84.186,81
14/5/2015,80.95,80.08
15/5/2015,81.787,79.44
18/5/2015,81.767,79.11
19/5/2015,81.767,78.64
20/5/2015,81.767,78.73
21/5/2015,81.767,78.93
22/5/2015,81.27,78.98
25/5/2015,76.91,78.85
26/5/2015,78.27,79.36
27/5/2015,76.15,77.43
28/5/2015,75.59,74.68
29/5/2015,72.47,70.33
1/6/2015,75.08,74.45
2/6/2015,76.13,75.18
3/6/2015,76.43,76.24
4/6/2015,76.36,76.92
5/6/2015,75.08,75.93
9/6/2015,73.3,74.45
10/6/2015,73.63,74.04
11/6/2015,71.97,72.91
12/6/2015,72.15,72.82
15/6/2015,72.32,73.3
16/6/2015,74.17,74.53
17/6/2015,76.72,77.34
18/6/2015,75.13,75.92
19/6/2015,75.13,75.8
22/6/2015,74.55,77.57
23/6/2015,73.42,77
24/6/2015,75.35,78.23
25/6/2015,75.59,78
26/6/2015,75.83,78.71
29/6/2015,73.62,77.42
30/6/2015,73.8,77.97
1/7/2015,71.6,77
2/7/2015,72.5,77.56
3/7/2015,71.44,77.4
6/7/2015,72.7,78.94
7/7/2015,70.15,75
8/7/2015,72.72,76.66
9/7/2015,74.27,77.25
10/7/2015,73.39,76.29
13/7/2015,74.36,77.16
14/7/2015,74.96,77.01
15/7/2015,75,77.84
16/7/2015,75.37,77.84
17/7/2015,75.53,80.94
20/7/2015,74.65,80.77
21/7/2015,74.23,80.16
22/7/2015,74.56,79.69
23/7/2015,75.4,81
24/7/2015,76.55,82.44
27/7/2015,76.43,82.51
28/7/2015,75.73,81.92
29/7/2015,75.81,82.4
30/7/2015,76.39,82.05
31/7/2015,77.35,83.24
4/8/2015,77.5,82.65
5/8/2015,77.74,83.31
6/8/2015,77.64,83.6
7/8/2015,77.17,84.01
10/8/2015,76.73,85.7
11/8/2015,75.1,81.93
12/8/2015,76.46,82.95
13/8/2015,76.58,82.91
14/8/2015,75.85,82.19
17/8/2015,76.59,82.43
18/8/2015,75.58,80.3
19/8/2015,74.76,80.2
20/8/2015,76,81.39
21/8/2015,77.4,81.61
24/8/2015,75.76,79.76
25/8/2015,74.78,79.18
26/8/2015,77.07,80.69
27/8/2015,77.84,81.44
28/8/2015,79.14,82.47
31/8/2015,79.83,83
1/9/2015,80.4,82.91
2/9/2015,79.64,81.9
3/9/2015,79,81.2
4/9/2015,80.22,81.7
7/9/2015,80.12,81.5
8/9/2015,79.43,81.41
9/9/2015,80.99,82.69
10/9/2015,81.76,82.84
11/9/2015,81.5,82.93
14/9/2015,80.22,81.83
15/9/2015,80.51,82.38
16/9/2015,80.14,82.41
17/9/2015,80.29,80.8
18/9/2015,78.9,80.73
21/9/2015,78.95,80.99
22/9/2015,77.44,78.14
23/9/2015,76.87,77.58
24/9/2015,79.09,79.03
25/9/2015,80.69,79.24
28/9/2015,81.57,78.3
29/9/2015,81.92,78.2
30/9/2015,81.67,78.42
1/10/2015,82.05,80.14
2/10/2015,83.32,80.74
6/10/2015,83.32,80.74
7/10/2015,83.32,80.74
8/10/2015,84.5,82.07
9/10/2015,85.57,82.97
12/10/2015,85.53,82.77
13/10/2015,85.53,82.77
14/10/2015,84.46,81.69
15/10/2015,83.11,80.01
16/10/2015,82.11,79.19
19/10/2015,80.41,77.73
20/10/2015,79.42,76.9
21/10/2015,78.64,74.3
22/10/2015,79.39,74.37
23/10/2015,81,75.95
26/10/2015,79.42,74.25
27/10/2015,78.88,73.52
28/10/2015,78.39,72.46
29/10/2015,79.19,73.91
30/10/2015,77.61,72.35
2/11/2015,76.81,73.22
3/11/2015,76.56,73.46
4/11/2015,79,75.39
5/11/2015,79,75.39
6/11/2015,77.6,73.81
9/11/2015,77.83,73.45
10/11/2015,78.67,71.58
11/11/2015,78.22,72.04
12/11/2015,78.02,70.55
13/11/2015,75.73,68.26
16/11/2015,77.36,64.86
17/11/2015,76.6,63.74
18/11/2015,76.38,63.18
19/11/2015,72.87,60.66
20/11/2015,74.2,59.93
23/11/2015,74.3,60.54
24/11/2015,73.33,58.34
25/11/2015,74.3,59.67
26/11/2015,72.6,63.24
27/11/2015,72.33,62.69
30/11/2015,74.28,65.22
1/12/2015,73.43,63.9
2/12/2015,74.24,65.35
3/12/2015,73.28,65.51
4/12/2015,71.26,64
7/12/2015,71,64.16
8/12/2015,70.72,63.92
9/12/2015,70.14,64.26
10/12/2015,71.41,65.14
11/12/2015,73.94,66.63
14/12/2015,74.91,65.44
15/12/2015,75.74,66.33
16/12/2015,76.89,67.37
17/12/2015,75.45,65.95
18/12/2015,76.31,66.06
21/12/2015,76.14,65.64
22/12/2015,76.37,66.95
23/12/2015,76.86,68.85
24/12/2015,75.45,67.86
29/12/2015,76.04,68.6
30/12/2015,77.38,69.9
31/12/2015,78.16,68.29
4/1/2016,77.14,67.57
5/1/2016,76.91,67.38
6/1/2016,76.7,67.46
7/1/2016,74.82,65.81
8/1/2016,74.82,65.81
11/1/2016,74.82,65.81
12/1/2016,73.12,64.1
13/1/2016,73.31,64.58
14/1/2016,74.92,66.09
15/1/2016,72.99,64.2
18/1/2016,72.92,64.68
19/1/2016,71.25,63.72
20/1/2016,71.15,63.65
21/1/2016,70.99,63.47
22/1/2016,70.76,62.34
25/1/2016,70.7,61.74
27/1/2016,72.22,62.86
28/1/2016,73.73,64.51
29/1/2016,74.71,65.51
1/2/2016,75,65.54
2/2/2016,74.18,64.07
3/2/2016,74.7,65.9
4/2/2016,74.55,66.23
5/2/2016,75.48,67.1
8/2/2016,75.04,67.05
9/2/2016,75.04,67.05
10/2/2016,75.62,66.63
11/2/2016,73.76,65.88
12/2/2016,73.85,65.3
15/2/2016,73.89,63.5
16/2/2016,72.34,62.47
17/2/2016,75.02,64.36
18/2/2016,74.61,63.47
19/2/2016,74.85,65.3
22/2/2016,74.35,65.1
23/2/2016,75.78,67
24/2/2016,78,69.89
25/2/2016,77.99,70.66
26/2/2016,78.24,71.1
29/2/2016,77.39,71.7
1/3/2016,78,72.08
2/3/2016,78.7,71.02
3/3/2016,77.62,69.35
4/3/2016,77.76,70.1
7/3/2016,78.12,69.65
8/3/2016,77.96,69.68
9/3/2016,77.56,70.53
10/3/2016,78.39,72.45
11/3/2016,78.59,73.16
14/3/2016,78.9,73.39
15/3/2016,78.18,74.36
16/3/2016,77.43,74.87
17/3/2016,76.5,73.7
18/3/2016,75.58,73.06
21/3/2016,75.75,74.6
22/3/2016,76.6,73.5
23/3/2016,77.34,73.8
24/3/2016,76.99,73.65
29/3/2016,76.3,74.18
30/3/2016,75.49,73.45
31/3/2016,75.49,73.45
1/4/2016,73.52,71.9
4/4/2016,72.2,71.7
5/4/2016,71.8,71.45
6/4/2016,72.03,72.72
7/4/2016,74.2,74.86
8/4/2016,75.08,75.93
11/4/2016,75.07,76.12
12/4/2016,75.02,76.58
13/4/2016,72.57,71.2
14/4/2016,72.8,67
15/4/2016,73.1,67.91
18/4/2016,73.46,68.65
19/4/2016,74.37,68.9
20/4/2016,73.83,68.4
21/4/2016,73.38,68.54
22/4/2016,72.56,67.7
26/4/2016,71.97,66.75
27/4/2016,72.5,66.17
28/4/2016,72.41,67.2
29/4/2016,74.1,68.97
2/5/2016,74.5,69.32
3/5/2016,74.89,71.33
4/5/2016,75.61,71.25
5/5/2016,75.94,71.99
6/5/2016,76.1,72.55
9/5/2016,76.02,72.73
10/5/2016,76.76,73.24
11/5/2016,77.03,74.05
12/5/2016,77.14,73.8
13/5/2016,77.55,73.81
16/5/2016,78,73.75
17/5/2016,77.94,73.8
18/5/2016,77.8,74.8
19/5/2016,77.35,74.39
20/5/2016,77.98,74.58
23/5/2016,77.59,74.59
24/5/2016,76.03,73.49
25/5/2016,75.66,74.01
26/5/2016,76.15,75.3
27/5/2016,77.2,77.48
30/5/2016,78.41,78.05
31/5/2016,77.4,78.15
1/6/2016,75.95,77.2
2/6/2016,76.01,77.54
3/6/2016,76.3,78.14
6/6/2016,76,77.85
7/6/2016,74.04,78.45
8/6/2016,73.12,78.54
9/6/2016,73.45,79.1
10/6/2016,73.12,79.4
14/6/2016,73.85,80.2
15/6/2016,74.46,80.55
16/6/2016,74,80.84
17/6/2016,73.26,79.75
20/6/2016,72.64,79.17
21/6/2016,72.9,80.52
22/6/2016,71.81,80.7
23/6/2016,71.51,81.29
24/6/2016,70.91,80.61
27/6/2016,72.31,82.14
28/6/2016,71.76,82.21
29/6/2016,72.56,82.94
30/6/2016,72.06,81.39
1/7/2016,70.87,80.36
4/7/2016,70.22,77.4
5/7/2016,69.5,77.75
6/7/2016,70.16,78.28
7/7/2016,71.5,78.68
8/7/2016,72.24,81.39
11/7/2016,72.17,81.25
12/7/2016,72.62,81.13
13/7/2016,72.89,82.03
14/7/2016,72.88,80.65
15/7/2016,73.4,82.12
18/7/2016,73.4,81.69
19/7/2016,72.7,82.67
20/7/2016,72.93,82.58
21/7/2016,73.5,83.28
22/7/2016,72.4,81.94
25/7/2016,73.5,82.28
26/7/2016,73.3,82.66
27/7/2016,73.59,82.25
28/7/2016,74.16,83.4
29/7/2016,74.38,83.71
1/8/2016,74.62,83.93
2/8/2016,74.61,83.45
3/8/2016,74.99,83.67
4/8/2016,74.53,81.94
5/8/2016,74.58,81.95
8/8/2016,74.37,81.55
9/8/2016,74.59,81.93
10/8/2016,74.74,82.55
11/8/2016,74.59,82.51
12/8/2016,74.9,82.21
15/8/2016,74.67,82.65
16/8/2016,75.23,82.81
17/8/2016,74.19,81.05
18/8/2016,72.99,80.4
19/8/2016,72.75,81.76
22/8/2016,73.39,79.8
23/8/2016,72.76,79.31
24/8/2016,72.17,77.8
25/8/2016,71.61,77.54
26/8/2016,70.99,77.1
29/8/2016,72.53,79.38
30/8/2016,72.07,77.39
31/8/2016,70.89,74.1
1/9/2016,73.26,80.28
2/9/2016,75.78,81.97
5/9/2016,76.18,81.81
6/9/2016,76.43,82.27
7/9/2016,76.89,82.3
8/9/2016,76.65,82.85
9/9/2016,76.86,83.71
12/9/2016,76.87,83.46
13/9/2016,77.39,83.88
14/9/2016,78.42,84.38
15/9/2016,78.43,84.9
16/9/2016,78.17,83.72
19/9/2016,77.29,83.36
20/9/2016,77.76,83.12
21/9/2016,78.65,83.9
